Time (ps),Pressure (bar)
472.000000,-80.607521

473.000000,366.866608

474.000000,22.540070

475.000000,181.608704

476.000000,196.870728

477.000000,69.558815

478.000000,112.148567

479.000000,66.953400

480.000000,191.800674

481.000000,-35.389446

482.000000,-126.018707

483.000000,-198.413651

484.000000,237.161331

485.000000,496.849030

486.000000,-372.096588

487.000000,-148.416702

488.000000,-245.676147

489.000000,13.862335

490.000000,-223.011658

491.000000,-62.823383

492.000000,-105.281097

493.000000,-154.334946

494.000000,94.781372

495.000000,347.228027

496.000000,-108.390907

497.000000,74.163139

498.000000,-90.854614

499.000000,24.488993

500.000000,241.017593

501.000000,-93.598106

502.000000,243.259720

503.000000,25.639143

504.000000,210.681335

505.000000,-102.252174

506.000000,270.365112

507.000000,77.784050

508.000000,79.314133

509.000000,-73.124123

510.000000,105.942810

511.000000,3.671079

512.000000,-314.400452

513.000000,-260.616699

514.000000,-122.910034

515.000000,-59.078320

516.000000,-20.494394

517.000000,-107.489052

518.000000,162.017563

519.000000,-215.276001

520.000000,-87.456116

521.000000,-136.029160

522.000000,55.235077

523.000000,-395.328827

524.000000,9.117375

525.000000,34.776211

526.000000,200.700516

527.000000,133.004135

528.000000,-194.887451

529.000000,-238.967346

530.000000,121.215630

531.000000,65.716484

532.000000,-63.230911

533.000000,-125.731682

534.000000,44.726215

535.000000,-67.017632

536.000000,-201.802902

537.000000,237.324142

538.000000,-105.992065

539.000000,-38.432415

540.000000,192.112747

541.000000,135.396057

542.000000,-17.926193

543.000000,-63.122570

544.000000,109.952415

545.000000,155.131454

546.000000,167.777725

547.000000,59.755207

548.000000,161.929977

549.000000,-37.545288

550.000000,115.669472

551.000000,107.151085

552.000000,323.997467

553.000000,-120.909462

554.000000,195.240723

555.000000,-257.826813

556.000000,-172.758423

557.000000,-170.174088

558.000000,-17.653593

559.000000,-6.545179

560.000000,-186.785233

561.000000,54.877747

562.000000,-23.880865

563.000000,-50.916294

564.000000,92.673523

565.000000,-62.539242

566.000000,45.625477

567.000000,6.745206

568.000000,71.711113

569.000000,-10.966115

570.000000,-289.698639

571.000000,93.264946

572.000000,-275.355743

573.000000,-31.130400

574.000000,-109.112793

575.000000,75.721115

576.000000,251.684219

577.000000,37.292858

578.000000,-188.340866

579.000000,-256.260162

580.000000,-170.119308

581.000000,-90.930336

582.000000,-241.622375

583.000000,194.034134

584.000000,193.259964

585.000000,97.938637

586.000000,-52.296253

587.000000,45.117085

588.000000,-12.704310

589.000000,175.710037

590.000000,-88.704834

591.000000,-36.015362

592.000000,-103.398979

593.000000,-86.857140

594.000000,414.092377

595.000000,-3.898906

596.000000,148.148315

597.000000,-171.933594

598.000000,-101.313194

599.000000,119.920959

600.000000,-372.473969

601.000000,250.262589

602.000000,96.208733

603.000000,-155.027847

604.000000,198.255203

605.000000,47.861500

606.000000,-118.222778

607.000000,183.994217

608.000000,216.235031

609.000000,-16.124414

610.000000,262.956940

611.000000,-41.277683

612.000000,-7.610826

613.000000,215.829346

614.000000,97.735939

615.000000,292.739594

616.000000,-199.974426

617.000000,136.536880

618.000000,-59.631287

619.000000,164.701599

620.000000,-19.813555

621.000000,92.093018

622.000000,-152.119125

623.000000,-76.018921

624.000000,-81.295403

625.000000,3.627459

626.000000,133.871323

627.000000,34.020966

628.000000,140.808365

629.000000,-178.176086

630.000000,-290.392731

631.000000,296.627594

632.000000,131.700577

633.000000,-49.791134

634.000000,14.108612

635.000000,-7.374776

636.000000,-440.846039

637.000000,43.453571

638.000000,-86.225594

639.000000,-119.597656

640.000000,17.442055

641.000000,-34.291958

642.000000,-141.151291

643.000000,-111.278496

644.000000,69.848030

645.000000,-4.433165

646.000000,-248.516312

647.000000,237.656693

648.000000,-270.781738

649.000000,-22.842484

650.000000,-27.099234

651.000000,-70.076836

652.000000,6.766096

653.000000,371.592255

654.000000,181.558350

655.000000,222.766312

656.000000,-47.873260

657.000000,101.019165

658.000000,-235.874008

659.000000,-250.340088

660.000000,-131.068359

661.000000,-96.699371

662.000000,-53.459229

663.000000,-42.195400

664.000000,85.752716

665.000000,-233.337021

666.000000,85.442741

667.000000,-21.146139

668.000000,-35.604183

669.000000,-198.633347

670.000000,-90.804863

671.000000,138.365356

672.000000,-215.154129

673.000000,213.124878

674.000000,119.305511

675.000000,-30.099289

676.000000,228.318649

677.000000,-268.547028

678.000000,-397.077545

679.000000,-121.696381

680.000000,4.099905

681.000000,324.026794

682.000000,34.306808

683.000000,164.782547

684.000000,-65.768623

685.000000,-314.431152

686.000000,133.239822

687.000000,-231.792786

688.000000,112.722908

689.000000,112.523842

690.000000,-36.412182

691.000000,-105.996193

692.000000,96.389900

693.000000,194.189102

694.000000,-39.837433

695.000000,-377.984467

696.000000,-196.866577

697.000000,-317.451508

698.000000,-131.218277

699.000000,-279.548981

700.000000,-84.489563

701.000000,-77.654137

702.000000,-47.894867

703.000000,106.865417

704.000000,-282.087891

705.000000,-318.703766

706.000000,-124.243958

707.000000,-260.095001

708.000000,-135.550064

709.000000,204.312012

710.000000,-59.960735

711.000000,-128.179886

712.000000,-306.125580

713.000000,-358.523224

714.000000,2.652603

715.000000,-332.226715

716.000000,6.026426

717.000000,163.583847

718.000000,-262.568542

719.000000,-274.887299

720.000000,-57.050159

721.000000,-159.518082

722.000000,-259.488434

723.000000,-172.922623

724.000000,-52.192211

725.000000,-351.011261

726.000000,-92.988678

727.000000,-144.005630

728.000000,-340.749481

729.000000,-144.812241

730.000000,-43.733383

731.000000,20.081690

732.000000,-93.155556

733.000000,63.642048

734.000000,94.395813

735.000000,-5.481135

736.000000,-247.317505

737.000000,8.748616

738.000000,55.454769

739.000000,252.025513

740.000000,-138.468872

741.000000,-101.489052

742.000000,84.311241

743.000000,-656.361633

744.000000,-56.801624

745.000000,-196.468994

746.000000,-491.250092

747.000000,-232.448364

748.000000,-36.153057

749.000000,-191.047928

750.000000,-239.778183

751.000000,-153.293747

752.000000,-316.851776

753.000000,64.513008

754.000000,-320.368713

755.000000,-203.460129

756.000000,-130.214447

757.000000,-145.839905

758.000000,-147.364044

759.000000,-269.757843

760.000000,-41.845318

761.000000,189.751633

762.000000,-302.551849

763.000000,-242.174927

764.000000,247.193008

765.000000,-173.916809

766.000000,101.453804

767.000000,-341.984100

768.000000,-464.452423

769.000000,-200.666214

770.000000,-175.559250

771.000000,98.426918

772.000000,435.852509

773.000000,-218.518997

774.000000,-59.992275

775.000000,-122.167183

776.000000,-374.997559

777.000000,-74.289986

778.000000,-337.398346

779.000000,-216.342392

780.000000,-257.368866

781.000000,-246.386765

782.000000,-181.592651

783.000000,583.533264

784.000000,-110.489128

785.000000,-9.700307

786.000000,-455.283783

787.000000,-184.676102

788.000000,-381.030365

789.000000,-189.999954

790.000000,-215.805710

791.000000,-340.058807

792.000000,-381.790527

793.000000,-324.947540

794.000000,123.807625

795.000000,261.278809

796.000000,-214.871033

797.000000,131.002502

798.000000,-185.485794

799.000000,-193.412720

800.000000,181.926071

801.000000,-282.257019

802.000000,-83.029083

803.000000,-92.538780

804.000000,-22.029684

805.000000,-175.048706

806.000000,-278.325165

807.000000,-83.717453

808.000000,-34.176636

809.000000,149.114563

810.000000,97.981773

811.000000,56.721844

812.000000,-820.341309

813.000000,-538.327820

814.000000,-302.596680

815.000000,392.311920

816.000000,-140.219803

817.000000,123.155357

818.000000,-112.703590

819.000000,-11.437912

820.000000,21.486734

821.000000,-122.574463

822.000000,-678.070068

823.000000,154.499191

824.000000,323.638428

825.000000,580.553406

826.000000,-146.307785

827.000000,146.369995

828.000000,-36.946930

829.000000,-403.888397

830.000000,-96.135963

831.000000,-218.438339

832.000000,88.391418

833.000000,221.176682

834.000000,-312.760834

835.000000,-600.955139

836.000000,-179.290024

837.000000,-101.895103

838.000000,-367.921173

839.000000,194.169922

840.000000,-36.530334

841.000000,-88.844460

842.000000,-549.512756

843.000000,-159.323990

844.000000,-514.684998

845.000000,49.645893

846.000000,-513.120544

847.000000,140.069855

848.000000,-276.163788

849.000000,-628.821106

850.000000,-510.231079

851.000000,18.578773

852.000000,-791.964050

853.000000,-1037.102051

854.000000,-697.221191

855.000000,-229.403259

856.000000,-243.275879

857.000000,-689.234192

858.000000,277.132812

859.000000,-182.896286

860.000000,-122.966400

861.000000,-965.274109

862.000000,198.595703

863.000000,-265.444061

864.000000,-32.149670

865.000000,-450.756927

866.000000,-23.206457

867.000000,-932.070618

868.000000,-351.505890

869.000000,-567.198303

870.000000,172.198685

871.000000,-409.194916

872.000000,-438.943604

873.000000,-958.979004

874.000000,-25.691956

875.000000,-388.678955

876.000000,-305.214661

877.000000,-83.061607

878.000000,-72.541901

879.000000,-214.252029

880.000000,-426.326874

881.000000,12.709401

882.000000,-824.025879

883.000000,117.447632

884.000000,-733.474792

885.000000,-1109.243652

886.000000,111.593384

887.000000,-1003.603821

888.000000,-979.330872

889.000000,-350.467926

890.000000,-844.351807

891.000000,-1978.366333

892.000000,626.090637

893.000000,-268.998749

894.000000,286.945953

895.000000,657.087036

896.000000,-1486.546997

897.000000,-1785.602661

898.000000,5.352030

899.000000,-418.050537

900.000000,-55.771465

901.000000,-863.747498

902.000000,32.656048

903.000000,-632.458801

904.000000,-1877.805664

905.000000,-698.049622

906.000000,-291.423157

907.000000,-279.610596

908.000000,322.934601

909.000000,261.459412

910.000000,1032.765991

911.000000,1843.073242

912.000000,-645.351807

913.000000,-283.716248

914.000000,413.019043

915.000000,-1081.215332

916.000000,-260.008209

917.000000,1312.112305

918.000000,533.889343

919.000000,-1224.270020

920.000000,445.526489

921.000000,-512.606628

922.000000,775.067566

923.000000,-971.794861

924.000000,1058.730835

925.000000,-646.984009

926.000000,-976.047424

927.000000,-646.822815

928.000000,-302.099518

929.000000,-755.857117

930.000000,-280.594147

931.000000,-1059.452271

932.000000,1355.385132

933.000000,-518.312561

934.000000,-840.106750

935.000000,791.023254

936.000000,-679.680054

937.000000,289.789642

938.000000,88.131310

939.000000,373.335693

940.000000,147.843674

941.000000,-1673.681030

942.000000,-1586.006470

943.000000,1225.006348

944.000000,-436.671387

945.000000,1161.443359

946.000000,-721.762695

947.000000,-1198.851074

948.000000,-943.831787

949.000000,-238.728134

950.000000,-1048.439331

951.000000,743.120544

952.000000,-849.611816

953.000000,31.361023

954.000000,552.463318

955.000000,955.566650

956.000000,-450.293976

957.000000,240.857986

958.000000,-1241.784912

959.000000,1071.712158

960.000000,1094.605347

961.000000,-803.804871

962.000000,-1463.100952

963.000000,249.652298

964.000000,1525.043945

965.000000,-74.669533

966.000000,-365.033722

967.000000,-1080.497925

968.000000,-19.289694

969.000000,535.549805

970.000000,195.510117

971.000000,-1576.337036

972.000000,25.338297

973.000000,891.069824

974.000000,507.847748

975.000000,874.279114

976.000000,244.687576

977.000000,-487.084259

978.000000,-357.639984

979.000000,649.816162

980.000000,798.324402

981.000000,-475.379974

982.000000,-699.507019

983.000000,-399.340790

984.000000,-639.310364

985.000000,137.948257

986.000000,21.434855

987.000000,777.944153

988.000000,842.897400

989.000000,204.154892

990.000000,-755.070007

991.000000,-251.844116

992.000000,-1021.394348

993.000000,-685.450439

994.000000,922.859863

995.000000,1143.608276

996.000000,-992.106262

997.000000,-105.368782

998.000000,599.152649

999.000000,-19.766768

1000.000000,444.326508

